product_id,product_kind,normalized_text,attr_mnn,attr_rx_otc,attr_brand,attr_combination_hint,mnn_enriched,rx_otc_enriched,combination_hint_enriched,mnn_source,rx_source,confidence_enriched,explanation_enriched,error_message,enrich_kind,enrich_skip_reason,enrich_status,prompt_version
11715,drug,НЕУЛЕПТИЛ Р-Р Д/ПРИЕМА ВНУТРЬ 4% ФЛ. С КАПЕЛ. 30МЛ | А.НАТТЕРМАНН ЭНД СИЕ. ГМБХ | А.НАТТЕРМАНН ЭНД СИЕ. ГМБХ,,rx,Неулептил,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте не указано действующее вещество, поэтому МНН определить невозможно. Хотя препарат классифицируется как нейролептик (обычно рецептурный), без явного указания состава в тексте статус отпуска остается неопределенным согласно правилам задачи.",,drug,,enriched,prompt_enrichment_v1
11787,vitamin_or_baa,"НЕОГЛИВИТ ТАБЛ. БЫСТРОРАСТВ. ПО 3,8Г №40 | СЕЛМЕД ООО | СЕЛМЕД ООО",,,Неогливит,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,В предоставленном тексте и базовых атрибутах отсутствует информация о составе продукта или ключевом действующем веществе. Без данных о компонентах невозможно определить конкретный нутриент или классифицировать продукт как моно- или многокомпонентный.,,vitamin_or_baa,,enriched,prompt_enrichment_v1
11816,drug,НЕМОЗОЛ ТАБЛ. ЖЕВ. 400МГ №1 | ИПКА ЛАБОРАТОРИЗ ЛИМИТЕД | ИПКА ЛАБОРАТОРИЗ ЛИМИТЕД,,rx,Немозол,,альбендазол,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Немозол является известным торговым названием для действующего вещества альбендазол, что подтверждается дозировкой 400 мг и формой выпуска. Противогельминтные средства в такой дозировке обычно относятся к рецептурным препаратам.",,drug,,enriched,prompt_enrichment_v1
11845,drug,"НЕЙРОМУЛЬТИВИТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ+100МГ+0,2МГ №20 | Г.Л.ФАРМА ГМБХ | Г.Л.ФАРМА ГМБХ",,rx,Нейромультивит,true,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Текст содержит только торговое название и дозировки без указания действующих веществ, поэтому МНН определить невозможно. Хотя препарат относится к витаминам группы B, его статус рецептурности не указан в предоставленных данных.",,drug,,enriched,prompt_enrichment_v1
11916,drug,"НЕБИЛОНГ Н ТАБЛ. 12,5МГ+5МГ №30 | МИКРО ЛАБС ЛИМИТЕД | МИКРО ЛАБС ЛИМИТЕД",,rx,Небилонг Н,комбинированный препарат,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Текст не содержит прямого указания на международное непатентованное наименование (МНН), а бренд «Небилонг Н» не позволяет однозначно идентифицировать состав без внешних знаний. Хотя дозировка и форма указывают на рецептурный статус, в рамках задачи строго по тексту МНН определить невозможно.",,drug,,enriched,prompt_enrichment_v1
11917,drug,НЕБИЛОНГ АМ ТАБЛ. 5МГ+5МГ №30 | МИКРО ЛАБС ЛИМИТЕД | МИКРО ЛАБС ЛИМИТЕД,,rx,Небилонг АМ,комбинированный препарат,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Название «Небилонг АМ» содержит отсылку к бисопрололу (префикс «неби-»), но окончательное подтверждение МНН требует анализа состава, который в тексте отсутствует. Статус рецептурности не может быть определен исключительно на основе предоставленного текста без явного указания или знания конкретного бренда.",,drug,,enriched,prompt_enrichment_v1
11962,drug,НАФТИФИН Р-Р Д/НАРУЖ. ПРИМ. 1% ФЛ. 10МЛ | САМАРАМЕДПРОМ ОАО | САМАРАМЕДПРОМ ОАО,нафтифин,безрецептурный,,,нафтифин,otc,,qwen_enrichment,qwen_enrichment,0.95,Действующее вещество нафтифин явно указано в названии препарата. Нафтифин для наружного применения является безрецептурным лекарственным средством.,,drug,,enriched,prompt_enrichment_v1
12407,drug,"МУРАВЬИНЫЙ СПИРТ Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 1,4% ФЛ. 50МЛ ЯРОСЛАВСКАЯ ФФ | ЯРОСЛАВСКАЯ ФФ | ЯРОСЛАВСКАЯ ФФ",,otc,,,муравьиная кислота,otc,,qwen_enrichment,qwen_enrichment,0.95,Название «муравьиный спирт» однозначно указывает на действующее вещество — муравьиную кислоту. Препарат является наружным средством с низкой концентрацией и традиционно отпускается без рецепта.,,drug,,enriched,prompt_enrichment_v1
12410,drug,"МУРАВЬИНЫЙ СПИРТ Р-Р Д/НАРУЖ. ПРИМ. СПИРТ. 1,4% ФЛ. 50МЛ ТВЕРСКАЯ ФФ | ТВЕРСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА | ТВЕРСКАЯ ФАРМАЦЕВТИЧЕСКАЯ ФАБРИКА",,otc,,монопрепарат,муравьиная кислота,otc,,qwen_enrichment,qwen_enrichment,0.95,"Название «Муравьиный спирт» однозначно указывает на действующее вещество — муравьиную кислоту. Согласно предоставленному описанию и стандартной практике, данный препарат отпускается без рецепта.",,drug,,enriched,prompt_enrichment_v1
12501,drug,МУКАЛТИН ТАБЛ. ДИСПЕРГ. 50МГ №20 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Мукалтин,,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Товар Мукалтин является известным безрецептурным отхаркивающим средством растительного происхождения, однако в предоставленном тексте не указано конкретное действующее вещество (экстракт алтея), поэтому MNN определен как null.",,drug,,enriched,prompt_enrichment_v1
12737,drug,"МОКСОНИДИН-АКРИХИН ТАБЛ. П/ПЛЕН/ОБ. 0,4МГ №10 | АКРИХИН ХФК АО | АКРИХИН ХФК АО",Моксонидин,рецептурный,Моксонидин-Акрихин,,Моксонидин,rx,,qwen_enrichment,qwen_enrichment,1.0,"Действующее вещество явно указано в названии препарата как моксонидин. Моксонидин является рецептурным гипотензивным средством, что подтверждается базовыми атрибутами и стандартной классификацией.",,drug,,enriched,prompt_enrichment_v1
