product_id,normalized_text,final_candidate_mnn,pass_action,identity_gate_status,final_mnn_method,needs_human_review,needs_human_review_any,review_priority,final_age,final_age_method,final_age_stage,final_age_source,final_age_confidence,final_age_reason,sem_age,catalog_age,previous_enrichment_age,identity_enrichment_age,age_candidates_json,label_age,label_notes,m2_non_drug_gate,m2_final_proposed_product_kind,m2_final_override_status,manual_expected_age_hint,manual_expected_age_hint_strength,age_replay_current_value,age_replay_current_method,age_replay_current_stage,age_replay_current_source,age_replay_current_confidence,age_replay_value,age_replay_decision,age_replay_reason,age_replay_evidence_status,age_replay_identity_status,age_replay_conflict_status,age_replay_requires_review,age_replay_queue_action,age_replay_source,age_replay_policy_version
24255,"БЕЛОДЕРМ КРЕМ Д/НАРУЖ. ПРИМ. 0,05% ТУБА 30Г | БЕЛУПО | БЕЛУПО",Бетаметазон,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,B,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
24682,АЦИКЛОВИР ТАБЛ. 200МГ №20 АВЕКСИМА | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Ацикловир,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный",,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
24750,АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА ПЛЮС РЕНЕВАЛ ТАБЛ. 500МГ+25МГ №20 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"Ацетилсалициловая кислота, Аскорбиновая кислота",reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - универсальный,not_m2,,,универсальный,explicit_label_note,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
24896,АТОРВАСТАТИН-ФП ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,Аторвастатин,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
24901,АТОРВАСТАТИН-ТЕВА ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 АЛКАЛОИД | АЛКАЛОИД АД Скопье | АЛКАЛОИД АД Скопье,Аторвастатин,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
24945,АТОРВАСТАТИН-СЗ ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | СЕВЕРНАЯ ЗВЕЗДА НАО | СЕВЕРНАЯ ЗВЕЗДА НАО,Аторвастатин,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
25599,АПИЛАК ТАБЛ. П/ЯЗЫЧН. 10МГ №30 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,Маточное Молочко,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный",,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
25982,АМЛОДИПИН ТАБЛ. 10МГ №30 РОЗЛЕКС | РОЗЛЕКС ФАРМ ООО | РОЗЛЕКС ФАРМ ООО,Амлодипин,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. No source winner. Display=conflict; current value not accepted.,conflict,unknown,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
26001,АМЛОДИПИН-ПРАНА ТАБЛ. 10МГ №60 | ПРАНАФАРМ ООО | ПРАНАФАРМ ООО,Амлодипин,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
26038,АМЛОДИПИН-АЛСИ ТАБЛ. 10МГ №90 | АЛСИ ФАРМА АО | АЛСИ ФАРМА АО,Амлодипин,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
26115,АМБРОКСОЛ ТАБЛ. 30МГ №20 ВЕРТЕКС | ВЕРТЕКС АО | ВЕРТЕКС АО,Амброксол,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,"препарат otc, возрастной сегмент - универсальный",not_m2,,,универсальный,explicit_label_note,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
26319,"АЛТАЙ ФИТОЧАЙ КИПРЕЯ ТРАВА Ф/П 1,5Г №20 | АЛТАЙСКИЙ КЕДР ООО | АЛТАЙСКИЙ КЕДР ООО",,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,,,взрослые,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
